name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Surfent,65,Common,https://palworld.gg/pal/surfent,Surfent,Water,90,80,100,70,90,5050,100,100,500,800,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Swift Swimmer
Can be ridden to travel on water.
While mounted, prevents stamina depletion
while moving on water.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Dragon Cannon
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 4000
Hurls an energy ball imbued
with draconic energy at an enemy.
Aqua Gun
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Bubble Blast
- Lv 22
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Dragon Burst
- Lv 30
Power:
55
Cooldown:
10
Range:
0 - 200
Quickly discharges draconic energy,
damaging those around it.
Draconic Breath
- Lv 40
Power:
70
Cooldown:
15
Range:
500 - 1500
Exhales breath imbued with draconic energy,
dealing continuous damage to those in front of it.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100%
Surfent Terra,65,Rare,https://palworld.gg/pal/surfent-terra,Surfent Terra,Earth,90,100,100,70,90,5140,100,100,500,800,100,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Sand Swimmer
Can be ridden.
While in team, Serpent_Ground helps carry supplies,
decreasing the weight of ores in the player's inventory.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Dragon Cannon
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 4000
Hurls an energy ball imbued
with draconic energy at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Stone Cannon
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Sand Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Draconic Breath
- Lv 40
Power:
70
Cooldown:
15
Range:
500 - 1500
Exhales breath imbued with draconic energy,
dealing continuous damage to those in front of it.
Rock Lance
- Lv 50
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100%
Suzaku,102,Epic,https://palworld.gg/pal/suzaku,Suzaku,Fire,120,105,100,100,105,9840,350,100,850,1100,100,Gathering; Cooling; Deforesting; Kindling (Lv); Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Wings of Flame
Can be ridden as a flying mount.
Enhances COMMON_ELEMENT_NAME_Fire attacks while mounted.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Ignis Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a ball of fire 
straight at an enemy.
Spirit Fire
- Lv 15
Power:
45
Cooldown:
7
Range:
1000 - 3000
Shoots fireballs towards an enemy. 
The fireballs explode after a short distance, 
generating smaller fireballs that spread forward.
Flare Arrow
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 5000
Fires three flaming arrows in succession
that home in on an enemy.
Ignis Breath
- Lv 30
Power:
70
Cooldown:
15
Range:
500 - 1500
Shoots flames at an enemy,
dealing continuous damage.
Flare Storm
- Lv 40
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two flaming tornadoes on either side 
before launching them at an enemy.
Fire Ball
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 9999
Creates a giant ball of flame and hurls it at an enemy.
The ball explodes over a wide area upon impact.",(hover over item to see description) Item Amount Rate Flame Organ 5 - 10 100%
Suzaku Aqua,102,Epic,https://palworld.gg/pal/suzaku-aqua,Suzaku Aqua,Water,125,105,100,100,105,10110,350,100,850,1100,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Wings of Water
Can be ridden as a flying mount.
Enhances COMMON_ELEMENT_NAME_Water attacks while mounted.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Ice Missile
- Lv 7
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Aqua Gun
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Crystal Breath
- Lv 22
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Aqua Burst
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Blizzard Spike
- Lv 40
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 5 - 5 100%
Swee,53,Common,https://palworld.gg/pal/swee,Swee,Ice,60,60,100,100,60,1180,100,100,250,400,55,Gathering (Lv); Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Fluffy
While in team, MopKing's stats will be increased.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Ice Missile
- Lv 7
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Icicle Cutter
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Iceberg
- Lv 30
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Crystal Breath
- Lv 40
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Blizzard Spike
- Lv 50
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.",(hover over item to see description) Item Amount Rate Wool 1 - 1 100% Swee Hair 1 - 1 50%
Sweepa,54,Rare,https://palworld.gg/pal/sweepa,Sweepa,Ice,100,90,100,100,90,6400,120,100,650,1020,60,Gathering (Lv); Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"King of Fluff
Can be ridden.
While fighting together, stats will increase the more MopBaby are in your team.",,"Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Ice Missile
- Lv 7
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Icicle Cutter
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iceberg
- Lv 22
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Crystal Breath
- Lv 30
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Pal Blast
- Lv 40
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.
Blizzard Spike
- Lv 50
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.",(hover over item to see description) Item Amount Rate Wool 3 - 5 100%
Tanzee,8,Common,https://palworld.gg/pal/tanzee,Tanzee,Leaf,80,70,100,100,70,1280,100,100,300,400,48,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting (Lv); Watering,"Cheery Rifle
When activated, Monkey will mercilessly
fire an assault rifle at nearby enemies for a limited time.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Bog Blast
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Seed Machine Gun
- Lv 15
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Seed Mine
- Lv 22
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Stone Cannon
- Lv 30
Power:
70
Cooldown:
15
Range:
500 - 2500
Digs up a boulder
and hurls it at an enemy.
Grass Tornado
- Lv 40
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Mushroom 1 - 1 100%
Tarantriss,135,Common,https://palworld.gg/pal/tarantriss,Tarantriss,Dark,110,100,100,100,100,4290,100,100,640,1000,80,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting (Lv); Watering,"Tarantrissâ Web
Can be ridden. 
Can double jump while mounted.
Additionally, can shoot spider silk to grapple and move at fast speed.",,"Poison Fog
- Lv 1
Power:
0
Cooldown:
30
Range:
0 - 200
Generates a fog of poison in front, 
causing the opponent to become poisoned.
Poison Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Umbral Surge
- Lv 15
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Arrow
- Lv 22
Power:
65
Cooldown:
10
Range:
500 - 5000
Fires off dark energy
that homes in on an enemy.
Webstrike Impact
- Lv 30
Power:
85
Cooldown:
14
Range:
0 - 1500
PurpleSpider's exclusive skill.
Spits out a ball of thread, entangling the target it hits. 
Then, rushes at full speed to the trapped target and delivers three slashing strikes to finish it off.
Poison Shower
- Lv 40
Power:
90
Cooldown:
22
Range:
0 - 1000
Focuses energy into the body and scatters poison orbs in all directions.
Apocalypse
- Lv 50
Power:
110
Cooldown:
55
Range:
100 - 9999
Generates several dark vortexes around the enemy.",(hover over item to see description) Item Amount Rate Fiber 2 - 5 100% Venom Gland 2 - 5 100%
Teafant,16,Common,https://palworld.gg/pal/teafant,Teafant,Water,70,70,100,70,60,1000,100,100,300,400,30,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Soothing Shower
When activated, spouts mysterious water that
soothes wounds and restores the player's Health.",,"Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Hydro Jet
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Bog Blast
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Bubble Blast
- Lv 22
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Acid Rain
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 1000
Creates acidic clouds that
pour down acid rain on enemies.
Aqua Burst
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 1 100%
Tocotoco,27,Common,https://palworld.gg/pal/tocotoco,Tocotoco,Normal,60,70,100,80,75,1090,100,70,300,550,30,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Eggbomb Launcher
When activated, equips to the player
and transforms into an egg launcher.",,"Implode
- Lv 1
Power:
230
Cooldown:
55
Range:
0 - 1000
Risks its life to cause a violent explosion.
Becomes incapacitated afterwards.
Air Cannon
- Lv 7
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Power Shot
- Lv 15
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Megaton Implode
- Lv 22
Power:
500
Cooldown:
55
Range:
0 - 1000
Risks life to cause a massive explosion.
Those who perish for their duty become glistening stars in the night sky.
Sand Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
Power Bomb
- Lv 40
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.",(hover over item to see description) Item Amount Rate Gunpowder 1 - 1 100% Tocotoco Feather 1 - 1 50%
Tombat,68,Rare,https://palworld.gg/pal/tombat,Tombat,Dark,95,80,100,100,95,3810,100,100,400,550,80,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Ultrasonic Sensor
When activated, uses ultrasonic waves to
detect the location of nearby Pals.",,"Air Cannon
- Lv 1
Power:
25
Cooldown:
2
Range:
500 - 4000
Quickly fires a burst of highly pressurized air.
Poison Blast
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Dark Ball
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Spirit Flame
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 5000
Fires three balls of malice
that relentlessly pursue an enemy.
Nightmare Ball
- Lv 40
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Leather 1 - 2 100% Small Pal Soul 1 - 1 1%
Turtacle,148,Common,https://palworld.gg/pal/turtacle,Turtacle,Water,75,115,100,100,75,1320,100,100,320,500,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Spikey Carrier
While in team, TentacleTurtle helps carry supplies, decreasing the weight of armor in the player's inventory.",,"Hydro Jet
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Bubble Blast
- Lv 7
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Hydro Spin
- Lv 15
Power:
95
Cooldown:
15
Range:
1000 - 2000
TentacleTurtle's exclusive skill.
Uses jet-powered propulsion to spin rapidly and launch itself at the enemy.
Aqua Burst
- Lv 22
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Torrential Blast
- Lv 30
Power:
110
Cooldown:
35
Range:
500 - 3000
Fires a high-pressure stream of water forward.
After a short delay, the stream branches off to the left and right.
Hydro Slicer
- Lv 40
Power:
130
Cooldown:
45
Range:
0 - 4000
Mows down the frontal area with a blast of compressed water.
The area struck by the blast erupts with water after a short delay.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100% Bone 2 - 3 100%
Turtacle Terra,148,Common,https://palworld.gg/pal/turtacle-terra,Turtacle Terra,Earth,85,125,100,100,85,19550,100,100,320,500,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Shiny Hauler
While in team, TentacleTurtle_Ground helps carry supplies, 
decreasing the weight of armor in the player's inventory. 
Also increases attack power of COMMON_ELEMENT_NAME_Earth Pals.",,"Bog Blast
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 3000
Hurls sticky mud
at an enemy.
Bubble Blast
- Lv 7
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Hydro Spin
- Lv 15
Power:
95
Cooldown:
15
Range:
1000 - 2000
TentacleTurtle's exclusive skill.
Uses jet-powered propulsion to spin rapidly and launch itself at the enemy.
Aqua Burst
- Lv 22
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Rockburst
- Lv 30
Power:
130
Cooldown:
35
Range:
0 - 1200
Causes the ground to shake before hurling a massive stone mass at its surroundings.
Rock Lance
- Lv 40
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Stone Beat
- Lv 50
Power:
170
Cooldown:
60
Range:
0 - 5000
Shakes the ground and lifts a massive boulder into the air.",(hover over item to see description) Item Amount Rate Pal Fluids 1 - 2 100% Bone 1 - 1 100%
